row_idx,text,pred_label,max_prob,prob_threshold,dist_to_pred_centroid,class_distance_threshold,is_unknown,final_label,reject_reason,label,hard_negative_source
782,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=yeirnie9&password=engraciar&nombre=Yanet&apellidos=Pinedo+Crusella&email=costa_lejeune%40clichotel.my&dni=29534800V&direccion=C%2F+Rumaikiya+165+&ciudad=Nu%E9valos&cp=50696&provincia=Cantabria&ntc=7850075115684797&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7740944027900696,0.75,2.3454015254974365,3.3952403348684306,0,command_exec,accepted,benign,command_exec
818,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=almeda&password=-incestuosamente&nombre=Graciana&apellidos=Comadevall+Estela&email=thesiger%40gnu%F1ez.ht&dni=75878234S&direccion=Calle+Roger+De+Lluria%2C+S%2FN%2C+8%3FH&ciudad=Terzaga&cp=09693&provincia=Salamanca&ntc=6028926654882066&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.775718629360199,0.75,2.396475315093994,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1058,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=hydar&password=lojanO&nombre=Fabriciano&apellidos=Davesa+Sarroca&email=hassell_cruttenden%40ssextremadura.je&dni=36443414Y&direccion=C%2F+Gran+Via+De+Colon+190+6-E&ciudad=Fuentelsaz+de+Soria&cp=40240&provincia=A+Coru%F1a&ntc=3390284092037739&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7624708414077759,0.75,2.416734457015991,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1106,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=chongkeu&password=argo&nombre=Barbra&apellidos=Torre+Xu&email=serres%40auditar.com.vn&dni=50669689E&direccion=Calle+Valeriana+7%2C+3-H&ciudad=Molina+de+Segura&cp=08363&provincia=Salamanca&ntc=3147683283735999&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7666423916816711,0.75,2.535715341567993,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1142,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=lynnette&password=aglomerada&nombre=Nahu%E1n&apellidos=Duocastella&email=russinov%40rubirubi.to&dni=55528716T&direccion=Calle+Barcelona+21%2C+&ciudad=Zuheros&cp=06184&provincia=Burgos&ntc=2738587745944540&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7631551027297974,0.75,2.4223663806915283,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1166,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=engelber&password=cameliea&nombre=Harissa&apellidos=Guarderas+Bolivar&email=finklestein%40intg.ac&dni=70754396W&direccion=C%2F+Estrella+Polar%2C+139%2C+11%3FA&ciudad=Almendralejo&cp=23649&provincia=Valencia&ntc=6905475964358006&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7898747324943542,0.75,2.6348023414611816,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1178,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=ghaemian&password=tropol%F3gico&nombre=Man%F3n&apellidos=Guillaum+Oddone&email=ong-grove-rogers%40cochesautomaticos.tc&dni=16699225Y&direccion=General+Narvaez+116%2C+&ciudad=Mutiloa&cp=03214&provincia=Pontevedra&ntc=9763439737755493&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7596279382705688,0.75,2.829451560974121,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1250,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=dambenie&password=temedor&nombre=Felicia&apellidos=Peleij%E0+Marcapura&email=linkletter.eudal%40koinup.km&dni=85022782Q&direccion=Oriana+67+&ciudad=Tahal&cp=10883&provincia=C%E1diz&ntc=8611196070656706&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7618585824966431,0.75,2.631748676300049,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1310,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=edith&password=agora&nombre=Amaya&apellidos=Garrig%F3s+Gomis&email=mat_monticelli2%40videotubo.co&dni=15649437F&direccion=Calle+Valle+De+Arce+27+&ciudad=Villalba+de+Duero&cp=40140&provincia=Burgos&ntc=3522819558732726&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7607039213180542,0.75,2.6726162433624268,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1346,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=mohammad&password=encacha1&nombre=Primitiva&apellidos=Gine+Baltan%E1s&email=nevins6%40youtubed.so&dni=13297288E&direccion=Bloques+Viviendas+Cros%2C+139+13D&ciudad=Font-rub%ED&cp=10190&provincia=Burgos&ntc=1693400782786511&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7532384395599365,0.75,2.6927974224090576,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1466,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=delcine3&password=n739o&nombre=Domiciano&apellidos=Murgadel+Villarreal&email=hafner%40vinavilano.nl&dni=18861705A&direccion=Passatge+Marconi%2C+137+3%3FB&ciudad=Torm%F3n&cp=47608&provincia=Tarragona&ntc=8725637190593666&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7663015723228455,0.75,2.5473287105560303,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1490,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=semoon&password=inmedia187e74e&nombre=Bernabella&apellidos=Casades%FAs+Mirete&email=shkurat_murad%40tiposdedrogas.pa&dni=15366808W&direccion=C%2F+Patricio+Saenz%2C+153%2C+12E&ciudad=Berriozar&cp=42311&provincia=Soria&ntc=3603684423770940&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7644405961036682,0.75,2.413445949554444,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1538,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=ernie5&password=cAndio6ero&nombre=Yamal&apellidos=Rabell&email=geptrova%40indianabilljaen.pl&dni=51861949P&direccion=Calle+Jose+Echegaray+150%2C+&ciudad=Betanzos&cp=33197&provincia=Salamanca&ntc=9167215819238112&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7698571085929871,0.75,2.43483567237854,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1574,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=moreen&password=retroactiva&nombre=Ludovico&apellidos=Corbera+Bocas&email=dummy.roberdeau%40onlinegratis.al&dni=28186397N&direccion=Avda.+Duque+De+Najera+92+4%3FH&ciudad=Sorvil%E1n&cp=26127&provincia=Cantabria&ntc=6551003767368321&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7554059028625488,0.75,2.505632162094116,3.3952403348684306,0,command_exec,accepted,benign,command_exec
1934,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=mereu&password=mAgneTIzar&nombre=Sylvina&apellidos=Garrig%F3s+Gomis&email=lonza%40deuxmanagement.fr&dni=15074727K&direccion=Grupo+Partida+Plana+S%2FN+1%3FC&ciudad=Pontils&cp=19415&provincia=Le%F3n&ntc=3246974816793870&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7668843865394592,0.75,2.5753979682922363,3.3952403348684306,0,command_exec,accepted,benign,command_exec
2030,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=wilcox&password=c2n87n&nombre=Yamari&apellidos=Borbonio+Antonioli&email=stinehart_rigas%40sierradealcaraz.pr&dni=76322755S&direccion=Lince%2C+36+12%3FG&ciudad=Mues&cp=08460&provincia=Zaragoza&ntc=0968269656631790&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7507968544960022,0.75,2.7799015045166016,3.3952403348684306,0,command_exec,accepted,benign,command_exec
2042,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=eskildse&password=l12o3o&nombre=Turquesa&apellidos=Tona+Manresa&email=dina%40cementoscalibra.py&dni=22933102D&direccion=Pereda%2C+126%2C+&ciudad=Ausejo+de+la+Sierra&cp=42132&provincia=C%E1diz&ntc=4067676531310167&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7905017733573914,0.75,2.389207124710083,3.3952403348684306,0,command_exec,accepted,benign,command_exec
2138,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=avie&password=6os3o3r%E1f31a&nombre=Fructuosa&apellidos=Busca+Amoretti&email=mueller-westernhagen%40touringa.nf&dni=35726679C&direccion=C%2F+Alava%2C+76%2C+&ciudad=Bakaiku&cp=37798&provincia=Valladolid&ntc=9586442904610318&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7673996686935425,0.75,2.500926733016968,3.3952403348684306,0,command_exec,accepted,benign,command_exec
2510,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=rangel&password=p7828e394&nombre=Lea&apellidos=Jordana+Rizo&email=holcombe%40luchalibremexicana.na&dni=32582883W&direccion=Avenida+De+Los+Molinos+74%2C+8-H&ciudad=Parra+de+las+Vegas%2C+La&cp=09400&provincia=Alicante&ntc=1815714014823763&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7583150267601013,0.75,2.504478454589844,3.3952403348684306,0,command_exec,accepted,benign,command_exec
2618,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=kivell&password=79ntu6er9al&nombre=Pierino&apellidos=Bernado+Vilert&email=wingett%40cropbay.gf&dni=67474361C&direccion=Calle+Narciso+Monturiol+195%2C+&ciudad=Balbases%2C+Los&cp=18181&provincia=Navarra&ntc=1534387130706051&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.8085373640060425,0.75,2.358539342880249,3.3952403348684306,0,command_exec,accepted,benign,command_exec
2654,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=lin-e&password=quij*OteScameNte&nombre=Ralston&apellidos=Piqu%E9+Sampietr&email=brausewetter%40puravidasa.ki&dni=60973885B&direccion=C%2F+Nostra+Senyora+Del+Mig+Aran+80+11%3FE&ciudad=N%E1quera&cp=15510&provincia=%C1lava&ntc=6694892850531618&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7682710289955139,0.75,2.631193161010742,3.3952403348684306,0,command_exec,accepted,benign,command_exec
2714,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=chai-seo&password=C7n8I5ATo&nombre=Yarav%ED&apellidos=Boza&email=blome%40marketingmunicipal.aw&dni=56224235E&direccion=Calle+Alcotan+2%2C+&ciudad=Moscard%F3n&cp=12350&provincia=Badajoz&ntc=3116780523679392&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7502504587173462,0.75,2.62387490272522,3.3952403348684306,0,command_exec,accepted,benign,command_exec
2870,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=violeta&password=m2ngonada&nombre=Amanda&apellidos=Tappari&email=karnilova0%40ticketsport.gi&dni=13717524W&direccion=Rociana%2C+104+&ciudad=Ma%F1eru&cp=48212&provincia=Valladolid&ntc=7846969771020065&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7725600004196167,0.75,2.4449312686920166,3.3952403348684306,0,command_exec,accepted,benign,command_exec
2930,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=azhar&password=mohadA&nombre=Adelaida&apellidos=Tomasevich&email=cunthor%40mercadozoom.me&dni=87747494X&direccion=Calle+Alcala+Galiano%2C+144+10H&ciudad=Sunbilla&cp=17772&provincia=Lleida&ntc=6199550568888284&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7629452347755432,0.75,2.558759927749634,3.3952403348684306,0,command_exec,accepted,benign,command_exec
3146,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=peyton&password=ce%24dacito&nombre=Peregrino&apellidos=Hernandez+Agudelo&email=morel%40ringringcargo.py&dni=03213974T&direccion=Calle+Gandara+1+&ciudad=San+Llorente&cp=34347&provincia=Madrid&ntc=2947419225874624&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.8123762607574463,0.75,2.4201159477233887,3.3952403348684306,0,command_exec,accepted,benign,command_exec
3410,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=saladna&password=e67e0m307r&nombre=Petronio&apellidos=Maduell+Rom%E0&email=ruchama_hellberg%40doloresmusculares.pw&dni=11700379A&direccion=Evangelina+Sobredo+Galanes%2C+S%2FN+12-C&ciudad=Purujosa&cp=08348&provincia=Lleida&ntc=8153377554882034&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7598724365234375,0.75,2.6453211307525635,3.3952403348684306,0,command_exec,accepted,benign,command_exec
3506,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=adolph&password=091q98r9r&nombre=Shakira&apellidos=Allepuz+Casselin&email=poupon.jerard%40storagecraft.sd&dni=65651226A&direccion=Yucatan%2C+186%2C+5-F&ciudad=Tomelloso&cp=42311&provincia=Alicante&ntc=2408619460412410&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.767145037651062,0.75,2.772058486938477,3.3952403348684306,0,command_exec,accepted,benign,command_exec
3806,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=husser&password=g7nf6956e0o&nombre=Werner&apellidos=Jil&email=vinci%40espaciodelpintor.ic&dni=60987461V&direccion=C%2F+Trauko+20+&ciudad=Pobla+Llarga%2C+la&cp=37172&provincia=Badajoz&ntc=7968385940830690&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7755040526390076,0.75,2.4809317588806152,3.3952403348684306,0,command_exec,accepted,benign,command_exec
3914,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=de_crist&password=494i17ferO&nombre=Yured&apellidos=Bismach+Balart&email=tolkin%40elcarritodelacompra.ec&dni=69918408H&direccion=Juan+Ramon+Jimenez%2C+17%2C+&ciudad=Bordalba&cp=25125&provincia=La+Rioja&ntc=8776652546820108&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7667437791824341,0.75,2.416531562805176,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4082,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=ingvar&password=3du3c0%F3n&nombre=Baudilio&apellidos=De+la+Sota&email=voorhees%40guejos.co&dni=76543761Z&direccion=Mestre+Laporta+105%2C+8%3FB&ciudad=Sedav%ED&cp=03813&provincia=Sevilla&ntc=4730064069504918&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7766920328140259,0.75,2.543560743331909,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4118,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=diepling&password=C7r6i0O&nombre=Shamira&apellidos=Gonfaus+Castellet&email=stine%40digitalcorp.ca&dni=65683923V&direccion=Carrer+Rovellat+198+&ciudad=San+Crist%F3bal+de+Boedo&cp=37770&provincia=Segovia&ntc=0864212123467661&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7593370676040649,0.75,2.447960376739502,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4130,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=uta1&password=0onvu7s6&nombre=Petunia&apellidos=Fern%E1ndez&email=laureau%40waterflyesp.ua&dni=75678701F&direccion=C%2F+Escotilla%2C+170%2C+1B&ciudad=Renedo+de+Esgueva&cp=12123&provincia=C%E1ceres&ntc=2572411400581213&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7621253132820129,0.75,2.7950692176818848,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4154,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=mirenda&password=d3v3c4%F3n&nombre=Cruz&apellidos=Munsech+Larramendi&email=amer_dierkes%40ajuntamentdebarcelona20.gm&dni=31996824Y&direccion=Plumbago+39+&ciudad=Vilavella%2C+la&cp=08280&provincia=Navarra&ntc=6005492859075787&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.768530011177063,0.75,2.513610601425171,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4226,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=sosanna&password=en18eo2d6na1ia&nombre=Rosio&apellidos=Ganci+Zanuy&email=overall-alvardo%40fortelingenieria.ge&dni=29524752C&direccion=Aureliano+Valle+61+4%3FE&ciudad=Sant+Pere+Sallavinera&cp=50688&provincia=Asturias&ntc=7956922980330683&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7582590579986572,0.75,2.5526444911956787,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4334,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=mulumba6&password=9p8en8er&nombre=Sylvina&apellidos=Miralles+Casola&email=trestini%40hangarcentrodelautomovil.kp&dni=97612857Y&direccion=Calle+Bengoechea%2C+85%2C+&ciudad=Alcal%E0+de+Xivert&cp=09199&provincia=Toledo&ntc=5497122222863682&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7524175643920898,0.75,2.5042355060577397,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4454,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=fidelity&password=A054iN7&nombre=Natale&apellidos=Berttony&email=hagan%40ceramicasmi%F1o.am&dni=92652474X&direccion=Calle+Sevilla+115+&ciudad=Herb%E9s&cp=16390&provincia=Lleida&ntc=2291483228211842&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.750333845615387,0.75,2.830333948135376,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4514,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=murson&password=2a00io40r&nombre=Marceliano&apellidos=Auque+Cote&email=mizner%40hipotecascom.ao&dni=06946719Y&direccion=Calle+Santiago+Dulong%2C+78%2C+&ciudad=Mas+de+Barberans&cp=02652&provincia=Baleares+%28Illes%29&ntc=7538842675878183&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7528778314590454,0.75,2.8000707626342773,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4742,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=madalyn&password=ce4T3543&nombre=Dayan&apellidos=Cabello+Coy&email=marinangeli%40didacramirez.tt&dni=17372006Z&direccion=Somosierra+115+11C&ciudad=Recas&cp=45578&provincia=Toledo&ntc=2413616636668020&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7660746574401855,0.75,2.5468904972076416,3.3952403348684306,0,command_exec,accepted,benign,command_exec
4922,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=anstett&password=trilito&nombre=Eudosio&apellidos=Mur+Kindelan&email=aendenboom.berlinger2%40sunglasses.nom.iq&dni=97612857Y&direccion=Cuesta+Granados%2C+78%2C+&ciudad=Ribas+de+Sil&cp=07450&provincia=Valencia&ntc=2450684527173490&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7844679951667786,0.75,2.957411289215088,3.3952403348684306,0,command_exec,accepted,benign,command_exec
5066,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=gurvinde&password=avenidor&nombre=Florencia&apellidos=Brunat+Juv%E9&email=faulkner%40clinicadentalsansalvador.ws&dni=59798762G&direccion=Grupo+San+Antonio+S%2FN+&ciudad=Alic%FAn&cp=45159&provincia=Salamanca&ntc=0242598973477682&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7798581123352051,0.75,2.699103832244873,3.3952403348684306,0,command_exec,accepted,benign,command_exec
5126,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=saad&password=9o6i7i9a947&nombre=Solita&apellidos=Soto+Jovellar&email=etaix2%40hangartalleres.gi&dni=92775507Q&direccion=Calle+Gumersindo+Robayna+Galvan%2C+133%2C+6%3FC&ciudad=Barco+de+%C1vila%2C+El&cp=34260&provincia=Toledo&ntc=2516408741722266&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.764599621295929,0.75,2.4396331310272217,3.3952403348684306,0,command_exec,accepted,benign,command_exec
5426,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=rockford&password=chospar&nombre=Yanet&apellidos=Kuschel+Sans&email=calfa%40jesusfelipe.my&dni=01203511J&direccion=Lugar+Cuartel+De+Los+Pinos+110%2C+5%3FC&ciudad=Florida+de+Li%E9bana&cp=13320&provincia=Valencia&ntc=9898547003601125&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.7677298188209534,0.75,2.303433895111084,3.3952403348684306,0,command_exec,accepted,benign,command_exec
5570,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=dinah&password=da%F1ina&nombre=Justina&apellidos=Brasca+Cabezas&email=vuosalmi.camp%40risiberia.ph&dni=98531799Y&direccion=Nueva+Puente+Ladrillo%2C+11%2C+3-G&ciudad=Puerto+de+Santa+Mar%EDa%2C+El&cp=22586&provincia=%C1vila&ntc=0173606595958509&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.8147756457328796,0.75,2.3830366134643555,3.3952403348684306,0,command_exec,accepted,benign,command_exec
5594,METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=pincas&password=8al33a7q427a&nombre=Pr%F3spero&apellidos=Mulero+Izquierdo&email=oliveri-alfa%40cristinaleon.pg&dni=07930387X&direccion=Pintor+Martin+Gonzalez%2C+140%2C+8%3FB&ciudad=Sineu&cp=29490&provincia=Las+Palmas&ntc=0455481619377860&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.761358380317688,0.75,2.6567108631134038,3.3952403348684306,0,command_exec,accepted,benign,command_exec
5678,METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=biegaj&password=sen0ic84&nombre=Ileana&apellidos=Melendrez+Bernabeu&email=wegener.emmanouil%40coachingevolutivo.uz&dni=11103434T&direccion=Calle+Trento+87%2C+11-A&ciudad=En%E9riz&cp=37906&provincia=Lleida&ntc=5546525855546960&B1=Registrar PROTOCOL=HTTP/1.1,command_exec,0.750164806842804,0.75,2.8228554725646973,3.3952403348684306,0,command_exec,accepted,benign,command_exec
