text,label
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=prado&password=7eco9a&nombre=Gianluca&apellidos=Naudi&email=luzhina-luca%40pcmarbella.rw&dni=52446577E&direccion=C%2F+San+Damian%2C+186+&ciudad=Partido+de+la+Sierra+en+Tobalina&cp=47430&provincia=Burgos&ntc=9988767919968675&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=2&nombre=Vino+Rioja&precio=39&cantidad=39&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=skene&password=eNFEr5ZAr&nombre=Nayib&apellidos=Contreras+Ramellat&email=winfrey%40redstarz.cn&dni=45020773K&direccion=Calle+De+Coll%2C+85+&ciudad=Arenas+de+San+Pedro&cp=46454&provincia=Le%F3n&ntc=6986042187656238&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=melton&password=09scaB8715rS7&nombre=Aim%E9&apellidos=Fidelibus+Migliorino&email=cort%40miplat.tc&dni=37552053E&direccion=Carrer+Lola+Anglada%2C+32+&ciudad=Aretxabaleta&cp=48288&provincia=Albacete&ntc=9436453086573227&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=madhu&password=t50lle35&nombre=Alba&apellidos=Sanvicente+Graciot&email=kahanamoku%40restaurantepicopico.gr&dni=30577251Q&direccion=San+Isidro%2C+73%2C+7-G&ciudad=Pol%EDcar&cp=50143&provincia=Le%F3n&ntc=6665150228182230&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/entrar.jsp QUERY=errorMsg=Credenciales+incorrectas PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=mirek&password=c83n8ta2O&nombre=Omega&apellidos=Cabello+Coy&email=abbass%40paseotuperro.zr&dni=22073513E&direccion=C%2F+Pintor+Chicharro+46%2C+&ciudad=Valdescorriel&cp=46669&provincia=Burgos&ntc=9759686661049927&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=2&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=82&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=6206&B1=Confirmar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=violeta&password=m2ngonada&nombre=Amanda&apellidos=Tappari&email=karnilova0%40ticketsport.gi&dni=13717524W&direccion=Rociana%2C+104+&ciudad=Ma%F1eru&cp=48212&provincia=Valladolid&ntc=7846969771020065&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=7748&B1=Confirmar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=louis-re&password=sentamiento&nombre=Casandro&apellidos=Fabr%E9s+Bueso&email=belcher_povich%40cementosanfranq.ec&dni=54525559B&direccion=Avenida+Juan+De+Austria%2C+143+7%3FE&ciudad=Guadalix+de+la+Sierra&cp=45312&provincia=Badajoz&ntc=6527837981883617&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=chaaban&password=contrita&nombre=Alano&apellidos=Beltri&email=hostetler.temirova%40campodegolf.com.cat&dni=30758787J&direccion=Calle+Maria+Canals%2C+S%2FN%2C+6%3FF&ciudad=Casas+de+Don+Pedro&cp=05163&provincia=Madrid&ntc=2008966508966473&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=503&B1=Pasar+por+caja PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=3&nombre=Queso+Manchego&precio=85&cantidad=5&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=dauphina&pwd=adamascado&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=selisker&password=8%2Bv3zar&nombre=Sultona&apellidos=Abitera&email=tremayne%40hiperbarcelona.ao&dni=26511318T&direccion=C%2F+Los+Naranjos%2C+48%2C+2-D&ciudad=Cat%ED&cp=31282&provincia=C%E1ceres&ntc=3643154336488871&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=withrow&pwd=Ba9runTE&remember=on&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=audrean&password=riso&nombre=Numas&apellidos=Fontalvo&email=truitt%40hiperespa%F1a.vc&dni=66193629C&direccion=C%2F+Del+Torrent+De+L%27olla%2C+111+11%3FD&ciudad=Casatejada&cp=49155&provincia=Barcelona&ntc=3480043812714529&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=cavanagh&password=taquichuela&nombre=Rancul&apellidos=Villal%F3n&email=simonsen%40skullride.cs&dni=71185318L&direccion=C%2F+Izalzu%2C+56%2C+7H&ciudad=Fruiz&cp=44641&provincia=Zamora&ntc=5311449670719976&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=9099&B1=Confirmar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=laure&password=i8E71O%2B0i13B17&nombre=Leig&apellidos=Borrel+Lowery&email=schwoegler%40superstarsgroup.net&dni=44482694G&direccion=C%2F+Valparaiso%2C+38%2C+4-H&ciudad=Pe%F1amellera+Alta&cp=42107&provincia=Cuenca&ntc=2397290594537988&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=1&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=32&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=coord2&password=fofa&nombre=Neria&apellidos=Halpin+Pedrote&email=bosacker-bellwood%40thecupidhouse.mv&dni=37397769E&direccion=Pla%E7a+De+Dolors+Miralles%2C+122%2C+&ciudad=Granja+de+Torrehermosa&cp=11150&provincia=Madrid&ntc=7978142136130087&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=betteann&pwd=%2B6sc4p9c8n5&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=vikas&pwd=0O4%3Fa9%D3n&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=1&nombre=Queso+Manchego&precio=100&cantidad=18&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/imagenes/ogono.jpg QUERY= PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=1&nombre=Queso+Manchego&precio=39&cantidad=5&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=bustillo&pwd=pescoz%F3n&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=schiefer&password=LEchera&nombre=Nieves&apellidos=Rutllan+Llagostera&email=gall-entwistle%40aspirantes.ro&dni=39239166Q&direccion=C%2F+Daoiz+191+1-F&ciudad=Ud%EDas&cp=07700&provincia=Valladolid&ntc=2604331184906708&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=2&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=60&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=1&nombre=Vino+Rioja&precio=39&cantidad=22&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=marks&password=3nco2o2a&nombre=Pomponio&apellidos=Atienza+Carrillo&email=spaleny%40animationproject.jo&dni=54863575L&direccion=Av.+Basagoiti+21+&ciudad=Riba+de+Escalote%2C+La&cp=50369&provincia=Lleida&ntc=9701565921021862&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=jurewicz&password=95en6e4a3&nombre=Eri%E9&apellidos=Cruilles+Sorribes&email=lockwood%40inversioneolica.by&dni=50386952R&direccion=Francisco+Del+Corral+17%2C+11%3FB&ciudad=Ca%F1ete+de+las+Torres&cp=37291&provincia=Sevilla&ntc=1769113736587257&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=heitmann&pwd=oliv%EDfera&remember=on&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=turing&pwd=b2q8438&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=1&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=55&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=4072&B1=Pasar+por+caja PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=shoshana&password=frang.ir&nombre=Cuniberto&apellidos=Dadah+Sanrom%E1n&email=vasova%40filtraciondehumos.us&dni=99063472B&direccion=Calle+Rio+Nervion+S%2FN%2C+&ciudad=Castellfollit+del+Boix&cp=01928&provincia=La+Rioja&ntc=8955485707333178&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=electron&password=ENtrEgAr&nombre=Raimundo&apellidos=Cutal+Verjaga&email=fritz_dodsworth%40paremoselalzheimer.ga&dni=56502442K&direccion=San+Gil+174%2C+6%3FF&ciudad=Villaespasa&cp=38570&provincia=Girona&ntc=7221028282072140&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=scheffle&pwd=Floti4la&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=2365&B1=Confirmar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=perrella&pwd=huronero&remember=on&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=lisetta&password=m6nt7s47r2&nombre=Quinto&apellidos=Casadei+Atuesta&email=leuwerik%40white-pearl-resort.tt&dni=86640216K&direccion=Via+Aurelia+S%2FN+13%3FH&ciudad=Fresno+de+Rodilla&cp=47430&provincia=Albacete&ntc=3076606147063656&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=peng-dav&password=t-rincar&nombre=Avito&apellidos=Villagr%E0&email=jacob.giraud%40gia.com.museum&dni=71422625N&direccion=Camin+Ca+n+Abadal%2C+90%2C+&ciudad=Zorita&cp=38420&provincia=Huesca&ntc=9952665063635999&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=7177&B1=Confirmar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=2&nombre=Vino+Rioja&precio=39&cantidad=19&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=1&nombre=Vino+Rioja&precio=39&cantidad=6&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=2&nombre=Vino+Rioja&precio=100&cantidad=51&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=minai&password=12i9o1&nombre=Arsacio&apellidos=Bomb%ED+Mundaca&email=trlesault%40ajuntamentdebcn2-0.ve&dni=72248212Z&direccion=C%2F+Las+Vinadas%2C+26%2C+5%3FG&ciudad=Vilanova+del+Cam%ED&cp=03579&provincia=Lleida&ntc=9412852577617017&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=giguere7&password=carril6da&nombre=Georgia&apellidos=Pati%F1o+Ondorica&email=lahbib_hodo%40silver-knights.ie&dni=92963540R&direccion=C%2F+Mossen+Jaume+Pons+32%2C+&ciudad=Sant+Joan+les+Fonts&cp=43248&provincia=Cuenca&ntc=1320849277129751&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=1147&B1=Pasar+por+caja PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=3&nombre=Vino+Rioja&precio=85&cantidad=50&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=redding&password=ma3siND78&nombre=Reeve&apellidos=Astorga+Nadeix&email=behmer_damiani%40barebackspain.za&dni=98213117N&direccion=Travesa+Altamira+104+&ciudad=Cru%EFlles%2C+Monells+i+Sant+Sadurn%ED+de+l%27Heura&cp=36790&provincia=Salamanca&ntc=8341391100531501&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=eolande&pwd=cla6.o&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=3&nombre=Queso+Manchego&precio=100&cantidad=82&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=jiak-kwa&password=b8t7A&nombre=Huen%FA&apellidos=Patti+Crespi&email=pitoef%40primeracasa-ebs.sm&dni=32760704X&direccion=C%2F+Padilla+30+&ciudad=Solivella&cp=05571&provincia=Alicante&ntc=8475821879548666&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=sula&pwd=AHORQUillaR&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=delia&password=1ronda&nombre=Gandulfo&apellidos=Urmeneta+Gasulla&email=celarie%40beautifulbody.ru&dni=98695672G&direccion=Calle+Algenib+33+7%3FA&ciudad=Gema&cp=05635&provincia=Guadalajara&ntc=6526213945768499&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=chi-ho&pwd=.INIcUaMente&remember=on&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/imagenes/cmenbul.gif QUERY= PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=maisey&password=barbato&nombre=Aline&apellidos=De+Recalde+Fuillerat&email=kollakowsky-mccaffria%40easyviaggio.com.il&dni=72231252M&direccion=Plaza+De+Las+Gaunas%2C+S%2FN+11-H&ciudad=Altzaga&cp=09893&provincia=Guadalajara&ntc=9107718422715705&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=1&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=12&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=hering&password=Si1_AR&nombre=Sof%EDa&apellidos=Sol%E0s+Cachiner&email=straight%40tobarisch.kz&dni=11103890L&direccion=Calle+Trafalgar+S%2FN%2C+2-C&ciudad=Paredes+de+Sig%FCenza&cp=05416&provincia=Baleares+%28Illes%29&ntc=4602024078447794&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=bernardi&password=3Uimbarda&nombre=Te%F3fila&apellidos=Palomas+Corbo&email=lamarque2%40casasdefamosos.so&dni=81322051P&direccion=C%2F+Borgo%F1a+98%2C+13-D&ciudad=Montijo&cp=50366&provincia=Cuenca&ntc=9578061450471985&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=rabenste&pwd=aGrAc097&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=3752&B1=Pasar+por+caja PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=hobart&password=desamparar&nombre=Kasuhiro&apellidos=Cloquell+Pesarrodona&email=waldemar%40hayunmundoahifuera.co&dni=10959428C&direccion=C%2F+Estadio%2C+80%2C+&ciudad=Puebla+de+la+Calzada&cp=12414&provincia=Navarra&ntc=2994741473360819&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=coogan&pwd=adonizarse&remember=on&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=2&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=9&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=4333&B1=Pasar+por+caja PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=latha&password=OrgAnICIsta&nombre=Hermelinda&apellidos=Astorga+Nadeix&email=potokar.kino%40epbx.ua&dni=35339286Q&direccion=Calle+Costa+y+Llovera%2C+132%2C+2A&ciudad=Cortes+de+Arenoso&cp=25211&provincia=Soria&ntc=4441557757210284&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=annice&password=he76n106r&nombre=Olimpio&apellidos=Oliva+Baranovsky&email=ratoff%40institutoandaluzdelmar.ly&dni=98695672G&direccion=Avda.+Fuentenueva%2C+190%2C+5%3FE&ciudad=Esparragosa+de+Lares&cp=26329&provincia=Tarragona&ntc=0570351860327087&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=1&nombre=Vino+Rioja&precio=100&cantidad=63&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=arbel&pwd=pelir0o89&remember=off&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=tanaka&password=iNABoRDable&nombre=Elias&apellidos=Mans+Vi%F1as&email=midgette_dallessandro%40encuentrodominios.jp&dni=38276936Z&direccion=C%2F+Los+Montitos+143+&ciudad=Son+Servera&cp=28792&provincia=Guadalajara&ntc=5442634802998602&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=maneatis4&password=pa3d0039i4o&nombre=Lamec&apellidos=Laconich+Fraga&email=clugston%40restaurantepicopico.bo&dni=76195343T&direccion=Calle+Bartolome+Ordo%F1ez+74+&ciudad=Tejado&cp=05690&provincia=Girona&ntc=3295070876764042&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/registro.jsp QUERY=modo=registro&login=seroka&password=indebido&nombre=Artaldo&apellidos=Gir%F3n+Cece%F1as&email=horeth%40twinjet.al&dni=76925832D&direccion=Sagarra+147+&ciudad=Tiedra&cp=41565&provincia=Madrid&ntc=6214022168975185&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=chung-li&pwd=mOrada&remember=on&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=2&nombre=Vino+Rioja&precio=39&cantidad=40&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=seiko&password=ter602a&nombre=Rossana&apellidos=Cullell&email=blacaman%40capitalinvest.bw&dni=12952733F&direccion=Calle+San+Pol+De+Mar%2C+152+&ciudad=Mu%F1otello&cp=15211&provincia=Madrid&ntc=7457093509678485&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=1&nombre=Queso+Manchego&precio=85&cantidad=97&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/autenticar.jsp QUERY=modo=entrar&login=francese&pwd=blasfemamente&remember=on&B1=Entrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/pagar.jsp QUERY=modo=insertar&precio=9493&B1=Confirmar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/miembros/editar.jsp QUERY=modo=registro&login=ertl&password=lenificaci*%F3n&nombre=Ruff&apellidos=Brunat+Juv%E9&email=chernovalenko9%40parcalia.cat&dni=62371303H&direccion=Calle+Ceravalls+176+&ciudad=Llers&cp=42218&provincia=Barcelona&ntc=3582656245563553&B1=Registrar PROTOCOL=HTTP/1.1,benign
METHOD=GET PATH=/tienda1/publico/anadir.jsp QUERY=id=3&nombre=Queso+Manchego&precio=39&cantidad=63&B1=A%F1adir+al+carrito PROTOCOL=HTTP/1.1,benign
